instrument,auction_date,settlement_date,leg,term_bucket,isin,amount_chf_mn,signed_chf_mn
GMBF,2025-01-21,2025-01-23,opening,91d,CH1307180674,803.4,803.4
SNB Bills,2024-12-27,2025-01-27,closing,28d,CH1310846261,9684.0,-9684.0
SNB Bills,2024-10-31,2025-01-27,closing,84d,CH1258961528,1503.0,-1503.0
SNB Bills,2025-01-23,2025-01-27,opening,28d,CH1310846345,6197.0,6197.0
SNB Bills,2025-01-23,2025-01-27,opening,84d,CH1310846352,1625.0,1625.0
GMBF,2024-10-29,2025-01-30,closing,91d,CH1145908740,661.4,-661.4
GMBF,2025-01-28,2025-01-30,opening,91d,CH1307180682,699.85,699.85
SNB Bills,2025-01-03,2025-02-03,closing,28d,CH1310846287,11973.0,-11973.0
SNB Bills,2024-02-29,2025-02-03,closing,336d,CH1258960827,1187.0,-1187.0
SNB Bills,2025-01-30,2025-02-03,opening,28d,CH1310846360,13783.0,13783.0
SNB Bills,2025-01-30,2025-02-03,opening,336d,CH1310846378,53.0,53.0
GMBF,2024-08-06,2025-02-06,closing,182d,CH1145908625,534.25,-534.25
GMBF,2025-02-04,2025-02-06,opening,182d,CH1307180690,575.0,575.0
SNB Bills,2025-01-09,2025-02-10,closing,28d,CH1310846303,7187.0,-7187.0
SNB Bills,2024-11-14,2025-02-10,closing,84d,CH1310846154,1529.0,-1529.0
SNB Bills,2025-02-06,2025-02-10,opening,84d,CH1310846394,1238.0,1238.0
SNB Bills,2025-02-06,2025-02-10,opening,28d,CH1310846386,10387.0,10387.0
GMBF,2024-11-12,2025-02-13,closing,91d,CH1145908765,655.35,-655.35
GMBF,2025-02-11,2025-02-13,opening,91d,CH1307180708,659.1,659.1
SNB Bills,2025-01-16,2025-02-17,closing,28d,CH1310846329,11603.0,-11603.0
SNB Bills,2024-08-29,2025-02-17,closing,168d,CH1258961346,1251.0,-1251.0
SNB Bills,2025-02-13,2025-02-17,opening,28d,CH1310846402,7701.0,7701.0
SNB Bills,2025-02-13,2025-02-17,opening,168d,CH1310846410,892.0,892.0
GMBF,2024-11-19,2025-02-20,closing,91d,CH1145908773,683.45,-683.45
GMBF,2025-02-18,2025-02-20,opening,91d,CH1307180716,591.15,591.15
SNB Bills,2025-01-23,2025-02-24,closing,28d,CH1310846345,6197.0,-6197.0
SNB Bills,2024-11-28,2025-02-24,closing,84d,CH1310846196,1525.0,-1525.0
SNB Bills,2025-02-20,2025-02-24,opening,28d,CH1310846428,8968.0,8968.0
SNB Bills,2025-02-20,2025-02-24,opening,84d,CH1310846436,1951.0,1951.0
Conf. Bonds,2025-02-12,2025-02-26,opening,9yr,CH0440081393,219.2,219.2
Conf. Bonds,2025-02-12,2025-02-26,opening,18yr,CH0557778815,160.025,160.025
GMBF,2024-11-26,2025-02-27,closing,91d,CH1145908781,581.3,-581.3
GMBF,2025-02-25,2025-02-27,opening,91d,CH1307180724,632.05,632.05
SNB Bills,2025-01-30,2025-03-03,closing,28d,CH1310846360,13783.0,-13783.0
SNB Bills,2024-03-28,2025-03-03,closing,336d,CH1258960900,433.0,-433.0
SNB Bills,2025-02-27,2025-03-03,opening,28d,CH1310846444,9980.0,9980.0
SNB Bills,2025-02-27,2025-03-03,opening,336d,CH1310846451,1876.0,1876.0
GMBF,2024-12-03,2025-03-06,closing,91d,CH1145908799,555.4,-555.4
GMBF,2025-03-04,2025-03-06,opening,91d,CH1307180732,749.9,749.9
SNB Bills,2025-02-06,2025-03-10,closing,28d,CH1310846386,10387.0,-10387.0
SNB Bills,2024-12-12,2025-03-10,closing,84d,CH1310846238,1097.0,-1097.0
SNB Bills,2025-03-06,2025-03-10,opening,28d,CH1310846469,10396.0,10396.0
SNB Bills,2025-03-06,2025-03-10,opening,84d,CH1310846477,1031.0,1031.0
GMBF,2024-12-10,2025-03-13,closing,91d,CH1145908807,708.95,-708.95
GMBF,2025-03-11,2025-03-13,opening,91d,CH1307180740,518.95,518.95
SNB Bills,2025-02-13,2025-03-17,closing,28d,CH1310846402,7701.0,-7701.0
SNB Bills,2024-09-26,2025-03-17,closing,168d,CH1258961429,134.0,-134.0
SNB Bills,2025-03-13,2025-03-17,opening,28d,CH1310846485,12444.0,12444.0
SNB Bills,2025-03-13,2025-03-17,opening,168d,CH1310846493,1091.0,1091.0
GMBF,2024-12-17,2025-03-20,closing,91d,CH1145908815,512.7,-512.7
GMBF,2025-03-18,2025-03-20,opening,91d,CH1307180757,523.9,523.9
SNB Bills,2025-02-20,2025-03-24,closing,28d,CH1310846428,8968.0,-8968.0
SNB Bills,2024-12-27,2025-03-24,closing,84d,CH1310846279,1087.0,-1087.0
SNB Bills,2025-03-20,2025-03-24,opening,84d,CH1310846519,1003.0,1003.0
SNB Bills,2025-03-20,2025-03-24,opening,28d,CH1310846501,13290.0,13290.0
Conf. Bonds,2025-03-12,2025-03-26,opening,7yr,CH0344958688,144.52,144.52
Conf. Bonds,2025-03-12,2025-03-26,opening,39yr,CH0224397007,171.35,171.35
GMBF,2024-09-24,2025-03-27,closing,182d,CH1145908690,632.15,-632.15
GMBF,2025-03-25,2025-03-27,opening,182d,CH1307180765,416.15,416.15
SNB Bills,2025-02-27,2025-03-31,closing,28d,CH1310846444,9980.0,-9980.0
SNB Bills,2024-04-25,2025-03-31,closing,336d,CH1258960983,638.0,-638.0
SNB Bills,2025-03-27,2025-03-31,opening,28d,CH1310846527,12105.0,12105.0
SNB Bills,2025-03-27,2025-03-31,opening,336d,CH1310846535,1585.0,1585.0
GMBF,2024-12-30,2025-04-03,closing,91d,CH1307180641,350.15,-350.15
GMBF,2025-04-01,2025-04-03,opening,91d,CH1307180773,476.75,476.75
SNB Bills,2025-03-06,2025-04-07,closing,28d,CH1310846469,10396.0,-10396.0
SNB Bills,2025-01-09,2025-04-07,closing,84d,CH1310846311,697.0,-697.0
SNB Bills,2025-04-03,2025-04-07,opening,28d,CH1310846543,10084.0,10084.0
SNB Bills,2025-04-03,2025-04-07,opening,84d,CH1310846550,840.0,840.0
GMBF,2025-01-07,2025-04-10,closing,91d,CH1307180658,686.2,-686.2
GMBF,2025-04-08,2025-04-10,opening,91d,CH1307180781,456.55,456.55
SNB Bills,2025-03-13,2025-04-14,closing,28d,CH1310846485,12444.0,-12444.0
SNB Bills,2024-10-24,2025-04-14,closing,168d,CH1258961502,1075.0,-1075.0
SNB Bills,2025-04-10,2025-04-14,opening,28d,CH1310846568,7642.0,7642.0
SNB Bills,2025-04-10,2025-04-14,opening,168d,CH1310846576,750.0,750.0
GMBF,2025-01-14,2025-04-17,closing,91d,CH1307180666,746.3,-746.3
GMBF,2025-04-15,2025-04-17,opening,91d,CH1307180799,608.2,608.2
SNB Bills,2025-03-20,2025-04-22,closing,28d,CH1310846501,13290.0,-13290.0
SNB Bills,2025-01-23,2025-04-22,closing,84d,CH1310846352,1625.0,-1625.0
SNB Bills,2025-04-17,2025-04-22,opening,28d,CH1310846584,11545.0,11545.0
SNB Bills,2025-04-17,2025-04-22,opening,84d,CH1310846592,1233.0,1233.0
Conf. Bonds,2025-04-09,2025-04-23,opening,10yr,CH0557778310,140.08,140.08
Conf. Bonds,2025-04-09,2025-04-23,opening,22yr,CH0557779003,171.19,171.19
GMBF,2025-01-21,2025-04-24,closing,91d,CH1307180674,803.4,-803.4
GMBF,2025-04-22,2025-04-24,opening,91d,CH1307180807,445.15,445.15
SNB Bills,2025-03-27,2025-04-28,closing,28d,CH1310846527,12105.0,-12105.0
SNB Bills,2024-05-23,2025-04-28,closing,336d,CH1258961064,565.0,-565.0
SNB Bills,2025-04-24,2025-04-28,opening,28d,CH1310846600,13306.0,13306.0
SNB Bills,2025-04-24,2025-04-28,opening,336d,CH1310846618,360.0,360.0
GMBF,2025-01-28,2025-05-02,closing,91d,CH1307180682,699.85,-699.85
GMBF,2025-04-29,2025-05-02,opening,91d,CH1307180815,502.5,502.5
SNB Bills,2025-04-03,2025-05-05,closing,28d,CH1310846543,10084.0,-10084.0
SNB Bills,2025-02-06,2025-05-05,closing,84d,CH1310846394,1238.0,-1238.0
SNB Bills,2025-04-30,2025-05-05,opening,84d,CH1310846634,110.0,110.0
SNB Bills,2025-04-30,2025-05-05,opening,28d,CH1310846626,11127.0,11127.0
GMBF,2024-11-05,2025-05-08,closing,182d,CH1145908757,700.75,-700.75
GMBF,2025-05-06,2025-05-08,opening,182d,CH1307180823,454.15,454.15
SNB Bills,2025-04-10,2025-05-12,closing,28d,CH1310846568,7642.0,-7642.0
SNB Bills,2024-11-21,2025-05-12,closing,168d,CH1310846170,783.0,-783.0
SNB Bills,2025-05-08,2025-05-12,opening,168d,CH1310846659,331.0,331.0
SNB Bills,2025-05-08,2025-05-12,opening,28d,CH1310846642,10682.0,10682.0
GMBF,2025-02-11,2025-05-15,closing,91d,CH1307180708,659.1,-659.1
GMBF,2025-05-13,2025-05-15,opening,91d,CH1307180831,442.1,442.1
SNB Bills,2025-04-17,2025-05-19,closing,28d,CH1310846584,11545.0,-11545.0
SNB Bills,2025-02-20,2025-05-19,closing,84d,CH1310846436,1951.0,-1951.0
SNB Bills,2025-05-15,2025-05-19,opening,28d,CH1310846667,12224.0,12224.0
SNB Bills,2025-05-15,2025-05-19,opening,84d,CH1310846675,565.0,565.0
GMBF,2025-02-18,2025-05-22,closing,91d,CH1307180716,591.15,-591.15
GMBF,2025-05-20,2025-05-22,opening,91d,CH1307180849,381.55,381.55
SNB Bills,2025-04-24,2025-05-26,closing,28d,CH1310846600,13306.0,-13306.0
SNB Bills,2024-06-20,2025-05-26,closing,336d,CH1258961148,536.0,-536.0
SNB Bills,2025-05-22,2025-05-26,opening,28d,CH1310846683,9858.0,9858.0
SNB Bills,2025-05-22,2025-05-26,opening,336d,CH1310846691,450.0,450.0
Conf. Bonds,2025-05-14,2025-05-28,opening,15yr,CH0557779235,302.7,302.7
GMBF,2025-02-25,2025-05-30,closing,91d,CH1307180724,632.05,-632.05
GMBF,2025-05-27,2025-05-30,opening,91d,CH1307180856,475.5,475.5
SNB Bills,2025-04-30,2025-06-02,closing,28d,CH1310846626,11127.0,-11127.0
SNB Bills,2025-03-06,2025-06-02,closing,84d,CH1310846477,1031.0,-1031.0
SNB Bills,2025-05-28,2025-06-02,opening,28d,CH1310846709,10211.0,10211.0
SNB Bills,2025-05-28,2025-06-02,opening,84d,CH1310846717,622.0,622.0
GMBF,2025-03-04,2025-06-05,closing,91d,CH1307180732,749.9,-749.9
GMBF,2025-06-03,2025-06-05,opening,91d,CH1307180864,614.0,614.0
SNB Bills,2025-05-08,2025-06-10,closing,28d,CH1310846642,10682.0,-10682.0
SNB Bills,2024-12-19,2025-06-10,closing,168d,CH1310846253,411.0,-411.0
SNB Bills,2025-06-05,2025-06-10,opening,28d,CH1310846725,10446.0,10446.0
SNB Bills,2025-06-05,2025-06-10,opening,168d,CH1310846733,954.0,954.0
GMBF,2025-03-11,2025-06-12,closing,91d,CH1307180740,518.95,-518.95
GMBF,2025-06-10,2025-06-12,opening,91d,CH1307180872,617.75,617.75
SNB Bills,2025-05-15,2025-06-16,closing,28d,CH1310846667,12224.0,-12224.0
SNB Bills,2025-03-20,2025-06-16,closing,84d,CH1310846519,1003.0,-1003.0
SNB Bills,2025-06-12,2025-06-16,opening,28d,CH1310846741,12507.0,12507.0
SNB Bills,2025-06-12,2025-06-16,opening,84d,CH1310846758,1070.0,1070.0
GMBF,2025-03-18,2025-06-19,closing,91d,CH1307180757,523.9,-523.9
GMBF,2025-06-17,2025-06-19,opening,91d,CH1307180880,414.2,414.2
SNB Bills,2025-05-22,2025-06-23,closing,28d,CH1310846683,9858.0,-9858.0
SNB Bills,2024-07-18,2025-06-23,closing,336d,CH1258961221,448.0,-448.0
SNB Bills,2025-06-19,2025-06-23,opening,336d,CH1310846774,521.0,521.0
SNB Bills,2025-06-19,2025-06-23,opening,28d,CH1310846766,9526.0,9526.0
Conf. Bonds,2025-06-11,2025-06-25,opening,14yr,CH0440081401,144.745,144.745
Conf. Bonds,2025-06-11,2025-06-25,opening,29yr,CH0344958472,309.79,309.79
GMBF,2024-06-25,2025-06-26,closing,364d,CH1145908567,544.45,-544.45
GMBF,2025-06-24,2025-06-26,opening,364d,CH1307180898,434.4,434.4
SNB Bills,2025-05-28,2025-06-30,closing,28d,CH1310846709,10211.0,-10211.0
SNB Bills,2025-04-03,2025-06-30,closing,84d,CH1310846550,840.0,-840.0
SNB Bills,2025-06-26,2025-06-30,opening,28d,CH1310846782,11205.0,11205.0
SNB Bills,2025-06-26,2025-06-30,opening,84d,CH1310846790,444.0,444.0
GMBF,2025-04-01,2025-07-03,closing,91d,CH1307180773,476.75,-476.75
GMBF,2025-07-01,2025-07-03,opening,91d,CH1307180906,593.1,593.1
SNB Bills,2025-06-05,2025-07-07,closing,28d,CH1310846725,10446.0,-10446.0
SNB Bills,2025-01-16,2025-07-07,closing,168d,CH1310846337,291.0,-291.0
SNB Bills,2025-07-03,2025-07-07,opening,28d,CH1310846808,8064.0,8064.0
SNB Bills,2025-07-03,2025-07-07,opening,168d,CH1310846816,125.0,125.0
GMBF,2025-04-08,2025-07-10,closing,91d,CH1307180781,456.55,-456.55
GMBF,2025-07-08,2025-07-10,opening,91d,CH1307180914,533.55,533.55
SNB Bills,2025-06-12,2025-07-14,closing,28d,CH1310846741,12507.0,-12507.0
SNB Bills,2025-04-17,2025-07-14,closing,84d,CH1310846592,1233.0,-1233.0
SNB Bills,2025-07-10,2025-07-14,opening,28d,CH1310846824,5366.0,5366.0
SNB Bills,2025-07-10,2025-07-14,opening,84d,CH1310846832,608.0,608.0
GMBF,2025-04-15,2025-07-17,closing,91d,CH1307180799,608.2,-608.2
GMBF,2025-07-15,2025-07-17,opening,91d,CH1307180922,521.3,521.3
SNB Bills,2025-06-19,2025-07-21,closing,28d,CH1310846766,9526.0,-9526.0
SNB Bills,2024-08-15,2025-07-21,closing,336d,CH1258961304,221.0,-221.0
SNB Bills,2025-07-17,2025-07-21,opening,28d,CH1310846840,8316.0,8316.0
SNB Bills,2025-07-17,2025-07-21,opening,336d,CH1310846857,215.0,215.0
Conf. Bonds,2025-07-09,2025-07-23,opening,4yr,CH0224397171,316.55,316.55
Conf. Bonds,2025-07-09,2025-07-23,opening,9yr,CH0557778310,126.66,126.66
Conf. Bonds,2013-07-10,2025-07-24,closing,12yr,-,539.93,-539.93
Conf. Bonds,2013-10-09,2025-07-24,closing,11yr,CH0184249990,222.8,-222.8
Conf. Bonds,2014-01-08,2025-07-24,closing,11yr,CH0184249990,589.92,-589.92
Conf. Bonds,2014-11-12,2025-07-24,closing,10yr,CH0184249990,208.834,-208.834
Conf. Bonds,2015-01-14,2025-07-24,closing,10yr,CH0184249990,300.75,-300.75
Conf. Bonds,2015-02-11,2025-07-24,closing,10yr,CH0184249990,122.65,-122.65
Conf. Bonds,2015-04-08,2025-07-24,closing,10yr,CH0184249990,232.51,-232.51
Conf. Bonds,2015-06-10,2025-07-24,closing,10yr,CH0184249990,250.001,-250.001
Conf. Bonds,2021-06-09,2025-07-24,closing,4yr,CH0184249990,392.35,-392.35
Conf. Bonds,2021-09-08,2025-07-24,closing,3yr,CH0184249990,90.9,-90.9
Conf. Bonds,2023-03-08,2025-07-24,closing,2yr,CH0184249990,210.0,-210.0
GMBF,2025-04-22,2025-07-24,closing,91d,CH1307180807,445.15,-445.15
GMBF,2025-07-22,2025-07-24,opening,91d,CH1307180930,521.35,521.35
SNB Bills,2025-06-26,2025-07-28,closing,28d,CH1310846782,11205.0,-11205.0
SNB Bills,2025-04-30,2025-07-28,closing,84d,CH1310846634,110.0,-110.0
SNB Bills,2025-07-24,2025-07-28,opening,28d,CH1310846865,14915.0,14915.0
SNB Bills,2025-07-24,2025-07-28,opening,84d,CH1310846873,230.0,230.0
GMBF,2025-04-29,2025-07-31,closing,91d,CH1307180815,502.5,-502.5
GMBF,2025-07-29,2025-07-31,opening,91d,CH1307180948,551.0,551.0
SNB Bills,2025-07-03,2025-08-04,closing,28d,CH1310846808,8064.0,-8064.0
SNB Bills,2025-02-13,2025-08-04,closing,168d,CH1310846410,892.0,-892.0
SNB Bills,2025-07-31,2025-08-04,opening,168d,CH1310846899,550.0,550.0
SNB Bills,2025-07-31,2025-08-04,opening,28d,CH1310846881,11135.0,11135.0
GMBF,2025-02-04,2025-08-07,closing,182d,CH1307180690,575.0,-575.0
GMBF,2025-08-05,2025-08-07,opening,182d,CH1307180955,507.25,507.25
SNB Bills,2025-07-10,2025-08-11,closing,28d,CH1310846824,5366.0,-5366.0
SNB Bills,2025-05-15,2025-08-11,closing,84d,CH1310846675,565.0,-565.0
SNB Bills,2025-08-07,2025-08-11,opening,28d,CH1310846907,10257.0,10257.0
SNB Bills,2025-08-07,2025-08-11,opening,84d,CH1310846915,210.0,210.0
GMBF,2025-05-13,2025-08-14,closing,91d,CH1307180831,442.1,-442.1
GMBF,2025-08-12,2025-08-14,opening,91d,CH1307180963,529.9,529.9
SNB Bills,2025-07-17,2025-08-18,closing,28d,CH1310846840,8316.0,-8316.0
SNB Bills,2024-09-12,2025-08-18,closing,336d,CH1258961387,821.0,-821.0
SNB Bills,2025-08-14,2025-08-18,opening,28d,CH1310846923,13869.0,13869.0
SNB Bills,2025-08-14,2025-08-18,opening,336d,CH1310846931,100.0,100.0
GMBF,2025-05-20,2025-08-21,closing,91d,CH1307180849,381.55,-381.55
GMBF,2025-08-19,2025-08-21,opening,91d,CH1307180971,425.25,425.25
SNB Bills,2025-07-24,2025-08-25,closing,28d,CH1310846865,14915.0,-14915.0
SNB Bills,2025-05-28,2025-08-25,closing,84d,CH1310846717,622.0,-622.0
SNB Bills,2025-08-21,2025-08-25,opening,28d,CH1310846949,16357.0,16357.0
SNB Bills,2025-08-21,2025-08-25,opening,84d,CH1310846956,744.0,744.0
GMBF,2025-05-27,2025-08-28,closing,91d,CH1307180856,475.5,-475.5
GMBF,2025-08-26,2025-08-28,opening,91d,CH1307180989,344.85,344.85
SNB Bills,2025-07-31,2025-09-01,closing,28d,CH1310846881,11135.0,-11135.0
SNB Bills,2025-03-13,2025-09-01,closing,168d,CH1310846493,1091.0,-1091.0
SNB Bills,2025-08-28,2025-09-01,opening,28d,CH1310846964,15336.0,15336.0
SNB Bills,2025-08-28,2025-09-01,opening,168d,CH1310846972,226.0,226.0
GMBF,2025-06-03,2025-09-04,closing,91d,CH1307180864,614.0,-614.0
GMBF,2025-09-02,2025-09-04,opening,91d,CH1307180997,725.45,725.45
SNB Bills,2025-08-07,2025-09-08,closing,28d,CH1310846907,10257.0,-10257.0
SNB Bills,2025-06-12,2025-09-08,closing,84d,CH1310846758,1070.0,-1070.0
SNB Bills,2025-09-04,2025-09-08,opening,84d,CH1310846998,886.0,886.0
SNB Bills,2025-09-04,2025-09-08,opening,28d,CH1310846980,10067.0,10067.0
GMBF,2025-06-10,2025-09-11,closing,91d,CH1307180872,617.75,-617.75
GMBF,2025-09-09,2025-09-11,opening,91d,CH1307181003,536.25,536.25
SNB Bills,2025-08-14,2025-09-15,closing,28d,CH1310846923,13869.0,-13869.0
SNB Bills,2024-10-10,2025-09-15,closing,336d,CH1258961460,567.0,-567.0
SNB Bills,2025-09-11,2025-09-15,opening,336d,CH1310847012,260.0,260.0
SNB Bills,2025-09-11,2025-09-15,opening,28d,CH1310847004,14033.0,14033.0
GMBF,2025-06-17,2025-09-18,closing,91d,CH1307180880,414.2,-414.2
GMBF,2025-09-16,2025-09-18,opening,91d,CH1307181011,439.8,439.8
SNB Bills,2025-08-21,2025-09-22,closing,28d,CH1310846949,16357.0,-16357.0
SNB Bills,2025-06-26,2025-09-22,closing,84d,CH1310846790,444.0,-444.0
SNB Bills,2025-09-18,2025-09-22,opening,28d,CH1310847020,15349.0,15349.0
SNB Bills,2025-09-18,2025-09-22,opening,84d,CH1310847038,977.0,977.0
Conf. Bonds,2025-09-10,2025-09-24,opening,6yr,CH0344958688,162.37,162.37
Conf. Bonds,2025-09-10,2025-09-24,opening,14yr,CH0557779235,194.435,194.435
GMBF,2025-03-25,2025-09-25,closing,182d,CH1307180765,416.15,-416.15
GMBF,2025-09-23,2025-09-25,opening,182d,CH1307181029,296.4,296.4
SNB Bills,2025-08-28,2025-09-29,closing,28d,CH1310846964,15336.0,-15336.0
SNB Bills,2025-04-10,2025-09-29,closing,168d,CH1310846576,750.0,-750.0
SNB Bills,2025-09-25,2025-09-29,opening,28d,CH1310847046,14662.0,14662.0
SNB Bills,2025-09-25,2025-09-29,opening,168d,CH1310847053,1500.0,1500.0
GMBF,2025-07-01,2025-10-02,closing,91d,CH1307180906,593.1,-593.1
GMBF,2025-09-30,2025-10-02,opening,91d,CH1307181037,549.5,549.5
SNB Bills,2025-09-04,2025-10-06,closing,28d,CH1310846980,10067.0,-10067.0
SNB Bills,2025-07-10,2025-10-06,closing,84d,CH1310846832,608.0,-608.0
SNB Bills,2025-10-02,2025-10-06,opening,28d,CH1310847061,13574.0,13574.0
SNB Bills,2025-10-02,2025-10-06,opening,84d,CH1310847079,1185.0,1185.0
GMBF,2025-07-08,2025-10-09,closing,91d,CH1307180914,533.55,-533.55
GMBF,2025-10-07,2025-10-09,opening,91d,CH1307181045,544.3,544.3
SNB Bills,2025-09-11,2025-10-13,closing,28d,CH1310847004,14033.0,-14033.0
SNB Bills,2024-11-07,2025-10-13,closing,336d,CH1258961544,429.0,-429.0
SNB Bills,2025-10-09,2025-10-13,opening,28d,CH1310847087,15747.0,15747.0
SNB Bills,2025-10-09,2025-10-13,opening,336d,CH1310847095,170.0,170.0
GMBF,2025-07-15,2025-10-16,closing,91d,CH1307180922,521.3,-521.3
GMBF,2025-10-14,2025-10-16,opening,91d,CH1307181052,508.35,508.35
SNB Bills,2025-09-18,2025-10-20,closing,28d,CH1310847020,15349.0,-15349.0
SNB Bills,2025-07-24,2025-10-20,closing,84d,CH1310846873,230.0,-230.0
SNB Bills,2025-10-16,2025-10-20,opening,84d,CH1310847129,6405.0,6405.0
SNB Bills,2025-10-16,2025-10-20,opening,28d,CH1310847103,11596.0,11596.0
Conf. Bonds,2025-10-08,2025-10-22,opening,9yr,CH0557778310,223.88,223.88
Conf. Bonds,2025-10-08,2025-10-22,opening,32yr,CH0224397338,117.01,117.01
GMBF,2025-07-22,2025-10-23,closing,91d,CH1307180930,521.35,-521.35
GMBF,2025-10-21,2025-10-23,opening,91d,CH1307181060,510.4,510.4
SNB Bills,2025-09-25,2025-10-27,closing,28d,CH1310847046,14662.0,-14662.0
SNB Bills,2025-05-08,2025-10-27,closing,168d,CH1310846659,331.0,-331.0
SNB Bills,2025-10-23,2025-10-27,opening,168d,CH1310847145,2512.0,2512.0
SNB Bills,2025-10-23,2025-10-27,opening,28d,CH1310847137,13100.0,13100.0
SNB Bills,2025-10-23,2025-10-27,opening,7d,CH1310847152,81.0,81.0
GMBF,2025-07-29,2025-10-30,closing,91d,CH1307180948,551.0,-551.0
GMBF,2025-10-28,2025-10-30,opening,91d,CH1307181078,654.45,654.45
SNB Bills,2025-10-23,2025-11-03,closing,7d,CH1310847152,81.0,-81.0
SNB Bills,2025-10-02,2025-11-03,closing,28d,CH1310847061,13574.0,-13574.0
SNB Bills,2025-08-07,2025-11-03,closing,84d,CH1310846915,210.0,-210.0
SNB Bills,2025-10-30,2025-11-03,opening,7d,CH1310847186,43.0,43.0
SNB Bills,2025-10-30,2025-11-03,opening,28d,CH1310847160,8214.0,8214.0
SNB Bills,2025-10-30,2025-11-03,opening,84d,CH1310847178,10515.0,10515.0
GMBF,2025-05-06,2025-11-06,closing,182d,CH1307180823,454.15,-454.15
GMBF,2025-11-04,2025-11-06,opening,182d,CH1307181086,466.75,466.75
SNB Bills,2025-10-30,2025-11-10,closing,7d,CH1310847186,43.0,-43.0
SNB Bills,2025-10-09,2025-11-10,closing,28d,CH1310847087,15747.0,-15747.0
SNB Bills,2024-12-05,2025-11-10,closing,336d,CH1310846212,210.0,-210.0
SNB Bills,2025-11-06,2025-11-10,opening,28d,CH1310847194,15850.0,15850.0
SNB Bills,2025-11-06,2025-11-10,opening,336d,CH1310847202,300.0,300.0
GMBF,2025-08-12,2025-11-13,closing,91d,CH1307180963,529.9,-529.9
GMBF,2025-11-11,2025-11-13,opening,91d,CH1307181094,584.15,584.15
SNB Bills,2025-10-16,2025-11-17,closing,28d,CH1310847103,11596.0,-11596.0
SNB Bills,2025-08-21,2025-11-17,closing,84d,CH1310846956,744.0,-744.0
SNB Bills,2025-11-13,2025-11-17,opening,28d,CH1310847210,7432.0,7432.0
SNB Bills,2025-11-13,2025-11-17,opening,84d,CH1310847228,8108.0,8108.0
GMBF,2025-08-19,2025-11-20,closing,91d,CH1307180971,425.25,-425.25
GMBF,2025-11-19,2025-11-20,opening,91d,CH1307181102,567.85,567.85
SNB Bills,2025-10-23,2025-11-24,closing,28d,CH1310847137,13100.0,-13100.0
SNB Bills,2025-06-05,2025-11-24,closing,168d,CH1310846733,954.0,-954.0
SNB Bills,2025-11-20,2025-11-24,opening,28d,CH1310847236,10980.0,10980.0
SNB Bills,2025-11-20,2025-11-24,opening,168d,CH1310847244,2855.0,2855.0
Conf. Bonds,2025-11-12,2025-11-26,opening,11yr,CH0127181193,220.19,220.19
Conf. Bonds,2025-11-12,2025-11-26,opening,21yr,CH0557779003,158.531,158.531
GMBF,2025-08-26,2025-11-27,closing,91d,CH1307180989,344.85,-344.85
GMBF,2025-11-25,2025-11-27,opening,91d,CH1307181110,333.25,333.25
SNB Bills,2025-10-30,2025-12-01,closing,28d,CH1310847160,8214.0,-8214.0
SNB Bills,2025-09-04,2025-12-01,closing,84d,CH1310846998,886.0,-886.0
SNB Bills,2025-11-27,2025-12-01,opening,84d,CH1310847269,8948.0,8948.0
SNB Bills,2025-11-27,2025-12-01,opening,28d,CH1310847251,6504.0,6504.0
GMBF,2025-09-02,2025-12-04,closing,91d,CH1307180997,725.45,-725.45
GMBF,2025-12-02,2025-12-04,opening,91d,CH1307181128,522.85,522.85
SNB Bills,2025-11-06,2025-12-08,closing,28d,CH1310847194,15850.0,-15850.0
SNB Bills,2025-01-03,2025-12-08,closing,336d,CH1310846295,225.0,-225.0
SNB Bills,2025-12-04,2025-12-08,opening,28d,CH1310847277,12638.0,12638.0
SNB Bills,2025-12-04,2025-12-08,opening,336d,CH1310847285,80.0,80.0
GMBF,2025-09-09,2025-12-11,closing,91d,CH1307181003,536.25,-536.25
GMBF,2025-12-09,2025-12-11,opening,91d,CH1307181136,503.05,503.05
SNB Bills,2025-11-13,2025-12-15,closing,28d,CH1310847210,7432.0,-7432.0
SNB Bills,2025-09-18,2025-12-15,closing,84d,CH1310847038,977.0,-977.0
SNB Bills,2025-12-11,2025-12-15,opening,28d,CH1310847293,12937.0,12937.0
SNB Bills,2025-12-11,2025-12-15,opening,84d,CH1310847301,310.0,310.0
GMBF,2025-09-16,2025-12-18,closing,91d,CH1307181011,439.8,-439.8
GMBF,2025-12-16,2025-12-18,opening,91d,CH1307181144,680.15,680.15
SNB Bills,2025-11-20,2025-12-22,closing,28d,CH1310847236,10980.0,-10980.0
SNB Bills,2025-07-03,2025-12-22,closing,168d,CH1310846816,125.0,-125.0
SNB Bills,2025-12-18,2025-12-22,opening,28d,CH1310847319,15901.0,15901.0
SNB Bills,2025-12-18,2025-12-22,opening,168d,CH1478192326,485.0,485.0
Conf. Bonds,2025-12-10,2025-12-24,opening,17yr,CH0557778815,195.25,195.25
GMBF,2024-12-23,2025-12-29,closing,364d,CH1145908823,453.1,-453.1
GMBF,2025-12-23,2025-12-29,opening,364d,CH1307181151,704.85,704.85
SNB Bills,2025-11-27,2025-12-29,closing,28d,CH1310847251,6504.0,-6504.0
SNB Bills,2025-10-02,2025-12-29,closing,84d,CH1310847079,1185.0,-1185.0
